15088*31652*001	177	DONE		2	FIRST	599	15094	2		29	1	1099	N	1		17.5
15215*34726*001	694	DONE		1	FREE	0	15216	9		230|110|113|127|141	1|2|1|2|1	1499|6457|1599|2499|1299	N|N|N|N|N	1|1|1|1|1		17.5|17.5|17.5|17.5|17.5
15322*45045*001	1590	DONE		2	FREE	0	15328	1		143|73|186	2|2|2	1599|499|1099	N|N|N	1|1|1		17.5|17.5|17.5
15331*26074*001	4138	DONE		1	FREE	0	15336	6		7|107|219	1|2|2	1299|1699|1999	N|N|N	1|1|1		17.5|17.5|17.5
15336*31755*001	1452	DONE		1	FREE	0	15336	5		228|340|344|222|39|34	2|2|2|1|1|2	799|374.25|599.25|1099|1300|1599	N|Z|Z|N|N|N	1|1|1|1|1|1	|PENGUIN1|PENGUIN1	17.5|0|0|17.5|17.5|17.5
15342*64800*001	4610	DONE		1	FREE	0	15344	1		107|51|328|143|22|35|256|168	2|1|1|2|1|1|2|1	1699|1300|599|1599|2699|799|799|1599	N|N|Z|N|N|N|Z|N	1|1|1|1|1|1|1|1		17.5|17.5|0|17.5|17.5|17.5|0|17.5
14617*68400*001	1131	DONE		1	FREE	0	14622	3		76	2	5525	N	1		17.5
14669*64200*001	276	DONE		2	FREE	0	14671	7		350|304|209|298	1|2|2|1	899|799|1499|699	Z|Z|N|Z	1|1|1|1		0|0|17.5|0
14927*37962*001	2100	DONE		2	FIRST	599	14927	8		250|56|292	1|1|2	1499|1399|399.5	N|N|Z	1|1|1	||PRATCHETT1	17.5|17.5|0
14976*42860*001	1285	DONE		2	FIRST	599	14981	1		212	2	1499	N	1		17.5
15041*57960*001	3101	DONE		2	FREE	0	15046	6		218|106|309|57|22|198|230|252|257	2|1|1|2|2|1|1|1|1	1099|1399|699|1300|2699|1499|1499|799|799	N|N|Z|N|N|N|N|Z|Z	1|1|1|1|1|1|1|1|1		17.5|17.5|0|17.5|17.5|17.5|17.5|0|0
15089*50265*001	999	DONE		1	FREE	0	15094	4		45|303|250|332	1|1|1|2	1300|899|1499|799	N|Z|N|Z	1|1|1|1		17.5|0|17.5|0
15264*41712*001	3606	DONE		2	FREE	0	15267	5		135|319|78|167|269	2|1|2|1|2	899|799|1499|5350|1499	N|Z|N|N|Z	1|1|1|1|1		17.5|0|17.5|17.5|0
15287*65304*001	988	DONE		2	FIRST	599	15291	4		292|146|114|35	2|1|1|1	399.5|999|1499|799	Z|N|N|N	1|1|1|1	PRATCHETT1	0|17.5|17.5|17.5
15312*35343*001	257	DONE		2	FREE	0	15317	3		155|223|93|80|141|290	1|1|1|1|1|1	4000|3000|5295|923|1299|799	N|N|N|N|N|Z	1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|0
15327*48573*001	470	DONE		2	FIRST	599	15329	6		50|325	1|1	1599|374.25	N|Z	1|1	|PENGUIN1	17.5|0
15340*71946*001	1418	DONE		1	FREE	0	15343	7		195|42|93	2|1|1	1188|799|5295	N|N|N	1|1|1		17.5|17.5|17.5
15341*55188*001	4602	DONE		2	FREE	0	15344	1		129|308|143|318|116|211|299	2|1|2|1|1|1|1	1499|699|1599|799|6500|1399|499	N|Z|N|Z|N|N|Z	1|1|1|1|1|1|1		17.5|0|17.5|0|17.5|17.5|0
15400*61962*001	2634	DONE		2	FIRST	599	15401	1		216	2	1499	N	1		17.5
14582*48594*001	177	DONE		1	FIRST	599	14584	1		207	2	799	N	1		17.5
14619*36000*001	1141	DONE		1	FIRST	599	14623	9		102	1	4195	N	1		17.5
14821*44464*001	273	DONE		2	FREE	0	14821	3		102|312|345|9|112	1|1|2|1|1	4195|699|699|1499|1399	N|Z|Z|N|N	1|1|1|1|1		17.5|0|0|17.5|17.5
14837*48592*001	1516	DONE		1	FREE	0	14841	5		284|68|240|317|24|44|314	1|2|1|2|2|1|1	799|999|1595|699|1499|2299|799	Z|N|N|Z|N|N|Z	1|1|1|1|1|1|1		0|17.5|17.5|0|17.5|17.5|0
14932*42216*001	1081	DONE		1	FREE	0	14935	8		232|202|276|291|281|291	1|1|1|1|1|1	1699|1300|799|399.5|799|399.5	N|N|Z|Z|Z|Z	1|1|1|1|1|1	|||PRATCHETT1||PRATCHETT1	17.5|17.5|0|0|0|0
15019*48594*001	1847	DONE		2	FREE	0	15025	3		94|312|120|269|330|306|206|183	1|1|2|1|1|1|1|1	499|699|399|1499|449.25|699|1499|1999	N|Z|N|Z|Z|Z|N|N	1|1|1|1|1|1|1|1	||||PENGUIN1	17.5|0|17.5|0|0|0|17.5|17.5
15168*60848*001	3668	DONE		2	FREE	0	15169	3		246|15|284|223|23|319|231|343	1|1|1|2|1|1|1|2	1299|1300|799|3000|799|799|899|749.25	N|N|Z|N|N|Z|N|Z	1|1|1|1|1|1|1|1	|||||||PENGUIN1	17.5|17.5|0|17.5|17.5|0|17.5|0
15337*66654*001	3401	DONE		2	FREE	0	15337	2		2|345|87|348	2|1|2|1	1299|699|499|799	N|Z|N|Z	1|1|1|1		17.5|0|17.5|0
15357*67584*001	3015	DONE		2	FREE	0	15358	8		113|301|300|300|342|266|304	2|2|2|2|1|2|2	1599|699|599|599|799|799|799	N|Z|Z|Z|Z|Z|Z	1|1|1|1|1|1|1		17.5|0|0|0|0|0|0
14504*35600*001	57	DONE		2	FREE	0	14504	6		159|241|106|271|30|104|296|300	2|1|2|2|1|1|2|1	2199|8995|1399|699|499|599|699|599	N|N|N|Z|N|N|Z|Z	1|1|1|1|1|1|1|1		17.5|17.5|17.5|0|17.5|17.5|0|0
14548*36900*001	236	DONE		2	FREE	0	14554	5		228|312|86|187|175|209|167|168|349	2|1|1|2|1|1|2|1|1	799|699|1799|799|5869|1499|5350|1599|899	N|Z|N|N|N|N|N|N|Z	1|1|1|1|1|1|1|1|1		17.5|0|17.5|17.5|17.5|17.5|17.5|17.5|0
14607*58620*001	662	DONE		2	FREE	0	14610	5		132|159|155|222|215	1|2|1|2|1	1399|2199|4000|1099|1300	N|N|N|N|N	1|1|1|1|1		17.5|17.5|17.5|17.5|17.5
14767*51936*001	1777	DONE		2	FIRST	599	14772	3		56|142|54	1|2|1	1399|1300|499	N|N|N	1|1|1		17.5|17.5|17.5
14983*67856*001	2364	DONE		1	FREE	0	14986	2		108|188|180|88	2|2|1|2	1499|1599|1099|1099	N|N|N|N	1|1|1|1		17.5|17.5|17.5|17.5
15132*65613*001	1735	DONE		1	FREE	0	15132	4		21|287|74|137	1|1|2|1	1599|799|599|1599	N|Z|N|N	1|1|1|1		17.5|0|17.5|17.5
15218*65036*001	3992	DONE		1	FREE	0	15218	1		202|262|191|310|225	2|2|1|2|2	1300|699|1316|799|1499	N|Z|N|Z|N	1|1|1|1|1		17.5|0|17.5|0|17.5
15276*53800*001	3665	DONE		2	FIRST	599	15280	7		112	2	1399	N	1		17.5
15320*67977*001	761	DONE		2	FIRST	599	15323	8		312	1	699	Z	1		0
15372*28800*001	3747	DONE		1	FREE	0	15376	9		108|13|282	1|2|2	1499|1599|999	N|N|Z	1|1|1		17.5|17.5|0
14699*31884*001	181	DONE		1	FREE	0	14704	5		344|259|115|56|108|82|134	2|2|1|2|1|2|1	599.25|799|1499|1399|1499|1999|699	Z|Z|N|N|N|N|N	1|1|1|1|1|1|1	PENGUIN1	0|0|17.5|17.5|17.5|17.5|17.5
14722*38568*001	256	DONE		2	FREE	0	14727	2		199|177|108|249|70|181|289|36|92	2|1|2|2|1|2|1|1|2	4950|1499|1499|1251|1299|1099|399.5|1699|1499	N|N|N|N|N|N|Z|N|N	1|1|1|1|1|1|1|1|1	||||||PRATCHETT1	17.5|17.5|17.5|17.5|17.5|17.5|0|17.5|17.5
14948*44252*001	781	DONE		2	FIRST	599	14952	1		49	1	999	N	1		17.5
14981*55472*001	240	DONE		1	FIRST	599	14987	6		324	1	599	Z	1		0
14993*51344*001	2874	DONE		2	FIRST	599	14997	1		322	2	699	Z	1		0
15083*36897*001	74	DONE		2	FREE	0	15088	8		282|6|319|228|320	2|1|1|2|1	999|9901|799|799|699	Z|N|Z|N|Z	1|1|1|1|1		0|17.5|0|17.5|0
15135*35835*001	2037	DONE		2	FREE	0	15137	1		337|104|40|55|106|287|36	1|2|1|1|1|1|2	799|599|1299|1300|1399|799|1699	Z|N|N|N|N|Z|N	1|1|1|1|1|1|1		0|17.5|17.5|17.5|17.5|0|17.5
15167*29880*001	2242	DONE		1	FREE	0	15170	1		196|252|131|122|265|126|242	2|1|1|2|1|1|1	1499|799|1699|1599|1199|499|1999	N|Z|N|N|Z|N|N	1|1|1|1|1|1|1		17.5|0|17.5|17.5|0|17.5|17.5
15366*39600*001	4300	DONE		1	FREE	0	15371	6		211|255|115|259|33	1|2|2|1|1	1399|799|1499|799|1300	N|Z|N|Z|N	1|1|1|1|1		17.5|0|17.5|0|17.5
15371*54339*001	2246	DONE		2	FIRST	599	15377	6		329	1	449.25	Z	1	PENGUIN1	0
14681*51936*001	1080	DONE		1	FREE	0	14687	3		291|350|207|157|56|288|299|22	2|2|1|2|2|1|1|2	399.5|899|799|1300|1399|799|499|2699	Z|Z|N|N|N|Z|Z|N	1|1|1|1|1|1|1|1	PRATCHETT1	0|0|17.5|17.5|17.5|0|0|17.5
14724*41580*001	1461	DONE		2	FREE	0	14730	6		58|231|262|223|125|280|225	2|2|1|1|2|2|1	1300|899|699|3000|499|2000|1499	N|N|Z|N|N|Z|N	1|1|1|1|1|1|1		17.5|17.5|0|17.5|17.5|0|17.5
14771*65304*001	359	DONE		2	FREE	0	14771	8		349|269|16|277|220	1|1|2|2|1	899|1499|1399|699|1499	Z|Z|N|Z|N	1|1|1|1|1		0|0|17.5|0|17.5
15026*43581*001	882	DONE		1	FREE	0	15030	6		81|100|259|86|259|314|246|67	1|2|2|1|2|2|1|1	1499|1599|899|1799|799|799|1299|899	N|N|Z|N|Z|Z|N|N	1|1|1|1|1|1|1|1	||MEYER1	17.5|17.5|0|17.5|0|0|17.5|17.5
15049*64434*001	1356	DONE		2	FREE	0	15055	9		68|193|145|213|225|4|32	2|1|1|2|2|2|1	999|1099|1999|1999|1499|599|999	N|N|N|N|N|N|N	1|1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|17.5|17.5
15056*40800*001	2782	DONE		2	FREE	0	15059	3		106|3|245|344|228|205|347|283|80	2|1|2|2|2|2|1|2|1	1399|1499|1300|599.25|799|999|1599|799|923	N|N|N|Z|N|N|Z|Z|N	1|1|1|1|1|1|1|1|1	|||PENGUIN1	17.5|17.5|17.5|0|17.5|17.5|0|0|17.5
15056*53280*001	1583	DONE		1	FREE	0	15057	5		17|175	2|2	899|5869	N|N	1|1		17.5|17.5
15065*71979*001	857	DONE		1	FREE	0	15066	3		260|294|226|317|257|20	1|1|2|2|1|2	999|399.5|799|699|799|999	Z|Z|N|Z|Z|N	1|1|1|1|1|1	MEYER1|PRATCHETT1	0|0|17.5|0|0|17.5
15204*58350*001	975	DONE		1	FREE	0	15210	5		90|232|95|184|95|207	2|2|2|2|1|1	1399|1699|999|1300|999|799	N|N|N|N|N|N	1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|17.5
15316*39184*001	644	DONE		2	FREE	0	15321	3		216|296|115|215|152|172|50	2|2|2|1|2|2|1	1499|699|1499|1300|499|1999|1599	N|Z|N|N|N|N|N	1|1|1|1|1|1|1		17.5|0|17.5|17.5|17.5|17.5|17.5
14790*58620*001	713	DONE		1	FIRST	599	14792	2		136|90	1|1	799|1399	N|N	1|1		17.5|17.5
14976*39328*001	233	DONE		2	FREE	0	14980	5		189|199|246|145	2|1|1|2	999|4950|1299|1999	N|N|N|N	1|1|1|1		17.5|17.5|17.5|17.5
15030*68646*001	1935	DONE		1	FREE	0	15031	4		177|349|288|156|294	1|1|1|2|1	1499|899|799|1499|399.5	N|Z|Z|N|Z	1|1|1|1|1	||||PRATCHETT1	17.5|0|0|17.5|0
15050*70470*001	94	DONE		1	FREE	0	15055	2		181|336|136|45|47|302|154|319	2|2|1|1|2|2|2|1	1099|799|799|1300|4999|699|3795|799	N|Z|N|N|N|Z|N|Z	1|1|1|1|1|1|1|1		17.5|0|17.5|17.5|17.5|0|17.5|0
15055*43308*001	2988	DONE		1	FREE	0	15059	1		12|161|159|226|110|259	1|1|1|1|1|1	1299|1299|2199|799|6457|799	N|N|N|N|N|Z	1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|0
15057*35763*001	1040	DONE		1	FIRST	599	15060	6		259	2	799	Z	1		0
15194*63304*001	244	DONE		2	FREE	0	15199	7		276|336|118|51|339	2|2|2|2|2	799|799|1499|1300|374.25	Z|Z|N|N|Z	1|1|1|1|1	||||PENGUIN1	0|0|17.5|17.5|0
15311*31374*001	650	DONE		2	FREE	0	15312	6		166|91|223|230|21|301	2|2|2|1|1|2	1699|1499|3000|1499|1599|699	N|N|N|N|N|Z	1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|0
15322*61362*001	90	DONE		2	FIRST	599	15326	8		113|303|87	1|2|2	1599|899|499	N|Z|N	1|1|1		17.5|0|17.5
15338*30492*001	2616	DONE		2	FREE	0	15340	9		94|134|330|204|223|282|23|347|159	1|1|2|1|1|2|1|2|1	499|699|449.25|1299|3000|999|799|1599|2199	N|N|Z|N|N|Z|N|Z|N	1|1|1|1|1|1|1|1|1	||PENGUIN1	17.5|17.5|0|17.5|17.5|0|17.5|0|17.5
14463*37962*001	85	DONE		2	FREE	0	14464	3		249|95|118|192|219|263|13|278	2|1|1|2|1|1|1|2	1251|999|1499|1499|1999|699|1599|799	N|N|N|N|N|Z|N|Z	1|1|1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|0|17.5|0
14771*38568*001	1520	DONE		2	FREE	0	14775	4		158|227|82|215|159|180|185	1|1|2|2|2|2|1	1599|1299|1999|1300|2199|1099|9095	N|N|N|N|N|N|N	1|1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|17.5|17.5
14821*49968*001	1952	DONE		2	FREE	0	14825	5		256|347|161|249|243|21|322	1|2|2|1|2|2|2	799|1599|1299|1251|599|1599|699	Z|Z|N|N|N|N|Z	1|1|1|1|1|1|1		0|0|17.5|17.5|17.5|17.5|0
14845*44817*001	2082	DONE		1	FREE	0	14850	1		96|63|136	1|2|1	1299|1699|799	N|N|N	1|1|1		17.5|17.5|17.5
14932*59232*001	695	DONE		1	FREE	0	14934	7		53|112|75	1|2|2	599|1399|1499	N|N|N	1|1|1		17.5|17.5|17.5
14947*38190*001	2167	DONE		1	FREE	0	14952	3		266|7|284|307|168|280|109	1|1|1|2|2|1|2	799|1299|799|699|1599|2000|1399	Z|N|Z|Z|N|Z|N	1|1|1|1|1|1|1		0|17.5|0|0|17.5|0|17.5
14998*47888*001	2661	DONE		1	FIRST	599	14999	9		80	2	923	N	1		17.5
15015*54234*001	684	DONE		2	FREE	0	15016	4		220|284|307|81|166	2|2|1|2|2	1499|799|699|1499|1699	N|Z|Z|N|N	1|1|1|1|1		17.5|0|0|17.5|17.5
15095*35226*001	1786	DONE		1	FREE	0	15099	2		241|180	2|1	8995|1099	N|N	1|1		17.5|17.5
15095*43581*001	1207	DONE		1	FREE	0	15099	9		81|40|349|180|308|76|270	2|1|1|1|2|1|1	1499|1299|899|1099|699|5525|799	N|N|Z|N|Z|N|Z	1|1|1|1|1|1|1		17.5|17.5|0|17.5|0|17.5|0
15119*57600*001	2388	DONE		2	FREE	0	15120	4		152|198|249|174|110|164	1|1|2|2|1|1	499|1499|1251|1499|6457|1099	N|N|N|N|N|N	1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|17.5
15209*54644*001	124	DONE		1	FREE	0	15212	2		47|49|128|163|189	2|1|2|2|2	4999|999|4500|1999|999	N|N|N|N|N	1|1|1|1|1		17.5|17.5|17.5|17.5|17.5
15213*43386*001	1520	DONE		2	FREE	0	15219	5		31|178|101|30|136	1|2|2|2|1	1976|1499|899|499|799	N|N|N|N|N	1|1|1|1|1		17.5|17.5|17.5|17.5|17.5
15287*49708*001	2148	DONE		2	FREE	0	15290	9		273|343|195|275|348|173|73	2|2|2|2|2|1|1	699|749.25|1188|699|799|1299|499	Z|Z|N|Z|Z|N|N	1|1|1|1|1|1|1	|PENGUIN1	0|0|17.5|0|0|17.5|17.5
15385*48594*001	4099	DONE		2	FIRST	599	15389	8		244|304	2|1	1599|799	N|Z	1|1		17.5|0
14700*65304*001	1159	DONE		2	FREE	0	14704	4		191|139|314|39|291|175	1|2|2|1|2|1	1316|1099|799|1300|399.5|5869	N|N|Z|N|Z|N	1|1|1|1|1|1	||||PRATCHETT1	17.5|17.5|0|17.5|0|17.5
14763*60848*001	215	DONE		2	FREE	0	14768	2		58|25|84|19|304|142|87|160|219	1|2|2|2|1|1|1|2|2	1300|1099|7500|999|799|1300|499|1399|1999	N|N|N|N|Z|N|N|N|N	1|1|1|1|1|1|1|1|1		17.5|17.5|17.5|17.5|0|17.5|17.5|17.5|17.5
14768*31884*001	509	DONE		2	FIRST	599	14772	4		35|37	1|1	799|1799	N|N	1|1		17.5|17.5
14776*58620*001	422	DONE		1	FREE	0	14777	5		41|270|249|92|43|146|152|35|131	1|1|2|2|2|1|2|1|1	1099|799|1251|1499|1299|999|499|799|1699	N|Z|N|N|N|N|N|N|N	1|1|1|1|1|1|1|1|1		17.5|0|17.5|17.5|17.5|17.5|17.5|17.5|17.5
14935*34112*001	2451	DONE		1	FIRST	599	14940	7		52	1	1300	N	1		17.5
14973*34726*001	941	DONE		2	FIRST	599	14975	9		233	2	1099	N	1		17.5
15022*61962*001	1856	DONE		1	FREE	0	15028	3		202|336|71|132|157|214|143	1|1|1|2|2|1|2	1300|799|1099|1399|1300|1499|1599	N|Z|N|N|N|N|N	1|1|1|1|1|1|1		17.5|0|17.5|17.5|17.5|17.5|17.5
15037*43308*001	3108	DONE		1	FIRST	599	15042	9		42	1	799	N	1		17.5
15208*43050*001	886	DONE		2	FIRST	599	15211	4		339|23|244	2|1|2	374.25|799|1599	Z|N|N	1|1|1	PENGUIN1	0|17.5|17.5
15236*66150*001	4100	DONE		1	FREE	0	15241	7		69|84|339|327|294|142|36|287	2|2|1|2|1|2|2|1	1599|7500|374.25|524.25|399.5|1300|1699|799	N|N|Z|Z|Z|N|N|Z	1|1|1|1|1|1|1|1	||PENGUIN1|PENGUIN1|PRATCHETT1	17.5|17.5|0|0|0|17.5|17.5|0
15356*40500*001	909	DONE		2	FREE	0	15360	2		343|132|349|26|216|194|160	2|1|2|2|2|1|1	749.25|1399|899|1399|1499|599|1399	Z|N|Z|N|N|N|N	1|1|1|1|1|1|1	PENGUIN1	0|17.5|0|17.5|17.5|17.5|17.5
14459*46470*001	48	DONE		1	FREE	0	14463	3		141|148|37|107|115|68|262	2|2|1|2|1|2|2	1299|499|1799|1699|1499|999|699	N|N|N|N|N|N|Z	1|1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|17.5|0
14544*54450*001	736	DONE		2	FREE	0	14546	4		178|347|11	2|1|1	1499|1599|1499	N|Z|N	1|1|1		17.5|0|17.5
14600*65304*001	1021	DONE		1	FREE	0	14602	6		220|178|100|283|90|128|200|90	1|2|2|2|2|2|2|2	1499|1499|1599|799|1399|4500|299|1399	N|N|N|Z|N|N|N|N	1|1|1|1|1|1|1|1		17.5|17.5|17.5|0|17.5|17.5|17.5|17.5
14676*58620*001	1121	DONE		2	FREE	0	14676	9		315|20|325|323|170|193|188	2|2|2|1|1|1|2	799|999|374.25|699|1300|1099|1599	Z|N|Z|Z|N|N|N	1|1|1|1|1|1|1	||PENGUIN1	0|17.5|0|0|17.5|17.5|17.5
14924*50724*001	2199	DONE		1	FIRST	599	14928	1		136|277	1|2	799|699	N|Z	1|1		17.5|0
14983*62352*001	190	DONE		1	FIRST	599	14989	8		29	2	1099	N	1		17.5
15041*48600*001	3125	DONE		1	FREE	0	15042	8		209|78|212|246|233|156|342|340	1|2|1|1|2|1|1|1	1499|1499|1499|1299|1099|1499|799|374.25	N|N|N|N|N|N|Z|Z	1|1|1|1|1|1|1|1	|||||||PENGUIN1	17.5|17.5|17.5|17.5|17.5|17.5|0|0
15122*61962*001	2492	DONE		1	FREE	0	15125	2		78|108|242|158|155|122	1|1|2|2|1|1	1499|1499|1999|1599|4000|1599	N|N|N|N|N|N	1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|17.5
15132*33708*001	3363	DONE		1	FIRST	599	15134	8		102	1	4195	N	1		17.5
15206*57242*001	242	DONE		1	FREE	0	15211	5		97|155|111|268|175	1|2|1|1|1	1399|4000|1499|1899|5869	N|N|N|Z|N	1|1|1|1|1		17.5|17.5|17.5|0|17.5
15209*46850*001	2719	DONE		2	FREE	0	15211	1		119|209|45|31|58|91|350|177	2|2|2|1|2|1|1|1	1599|1499|1300|1976|1300|1499|899|1499	N|N|N|N|N|N|Z|N	1|1|1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|17.5|0|17.5
15218*47716*001	884	DONE		2	FREE	0	15220	3		342|308|202|349|157|7|194	2|1|1|2|2|1|1	799|699|1300|899|1300|1299|599	Z|Z|N|Z|N|N|N	1|1|1|1|1|1|1		0|0|17.5|0|17.5|17.5|17.5
15344*70200*001	871	DONE		2	FREE	0	15344	4		131|246|28|151|318|305|95	2|1|2|1|2|1|2	1699|1299|999|1399|799|699|999	N|N|N|N|Z|Z|N	1|1|1|1|1|1|1		17.5|17.5|17.5|17.5|0|0|17.5
15361*46392*001	2161	DONE		1	FREE	0	15364	9		84|18|340|44|73|252|96|270	1|2|2|2|1|1|2|1	7500|1099|374.25|2299|499|799|1299|799	N|N|Z|N|N|Z|N|Z	1|1|1|1|1|1|1|1	||PENGUIN1	17.5|17.5|0|17.5|17.5|0|17.5|0
14590*51936*001	949	DONE		2	FREE	0	14590	4		206|28|29	2|1|1	1499|999|1099	N|N|N	1|1|1		17.5|17.5|17.5
14712*53280*001	1385	DONE		2	FIRST	599	14713	4		115	1	1499	N	1		17.5
14798*27952*001	1704	DONE		1	FREE	0	14800	9		82|97|160|133|165|312	2|1|2|2|1|1	1999|1399|1399|1599|1499|699	N|N|N|N|N|Z	1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|0
14830*64434*001	150	DONE		1	FIRST	599	14834	5		35	2	799	N	1		17.5
14947*29530*001	2511	DONE		1	FREE	0	14948	5		314|62|248|171|2	2|1|1|1|1	799|1599|799|1099|1299	Z|N|N|N|N	1|1|1|1|1		0|17.5|17.5|17.5|17.5
14962*41654*001	72	DONE		1	FREE	0	14962	6		54|126|185|34|102|277	1|1|2|1|2|1	499|499|9095|1599|4195|699	N|N|N|N|N|Z	1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|0
14972*71098*001	14	DONE		1	FIRST	599	14975	3		13|157	2|1	1599|1300	N|N	1|1		17.5|17.5
15150*46470*001	1258	DONE		2	FREE	0	15152	7		10|173|324|257|278|292|31	2|1|2|2|2|1|1	2199|1299|599|799|799|399.5|1976	N|N|Z|Z|Z|Z|N	1|1|1|1|1|1|1	|||||PRATCHETT1	17.5|17.5|0|0|0|0|17.5
15194*52912*001	2885	DONE		1	FREE	0	15195	2		120|339|191|96|111|267|85|74|267	1|1|1|2|1|1|1|1|2	399|374.25|1316|1299|1499|699|924|599|699	N|Z|N|N|N|Z|N|N|Z	1|1|1|1|1|1|1|1|1	|PENGUIN1	17.5|0|17.5|17.5|17.5|0|17.5|17.5|0
15202*65902*001	1151	DONE		2	FREE	0	15203	3		325|297|139|218|151|203	1|2|2|2|2|1	374.25|699|1099|1099|1399|1699	Z|Z|N|N|N|N	1|1|1|1|1|1	PENGUIN1	0|0|17.5|17.5|17.5|17.5
15212*55800*001	2005	DONE		2	FIRST	599	15213	1		160|261|7	1|1|1	1399|699|1299	N|Z|N	1|1|1		17.5|0|17.5
15281*48600*001	142	DONE		1	FREE	0	15281	7		209|20|29|274|180|288|39	2|2|1|2|1|2|2	1499|999|1099|999|1099|799|1300	N|N|N|Z|N|Z|N	1|1|1|1|1|1|1		17.5|17.5|17.5|0|17.5|0|17.5
15320*32697*001	3135	DONE		1	FIRST	599	15324	8		30	1	499	N	1		17.5
15327*28287*001	3535	DONE		2	FREE	0	15328	7		264|190|40|262	2|2|2|1	699|999|1299|699	Z|N|N|Z	1|1|1|1		0|17.5|17.5|0
15334*71064*001	661	DONE		1	FIRST	599	15337	4		74	1	599	N	1		17.5
15347*70233*001	4652	DONE		1	FREE	0	15352	3		64|278|103|99|172|49|159	2|2|2|2|1|1|2	1699|799|1599|1699|1999|999|2199	N|Z|N|N|N|N|N	1|1|1|1|1|1|1		17.5|0|17.5|17.5|17.5|17.5|17.5
15371*56105*001	4492	DONE		1	FIRST	599	15376	2		331|171|211|319	1|1|1|1	449.25|1099|1399|799	Z|N|N|Z	1|1|1|1	PENGUIN1	0|17.5|17.5|0
14480*59232*001	514	DONE		2	FREE	0	14486	2		319|3|105	1|2|1	799|1499|1699	Z|N|N	1|1|1		0|17.5|17.5
14485*33708*001	66	DONE		1	FREE	0	14485	3		160|341|117|265|109	2|2|1|2|2	1399|374.25|5500|1199|1399	N|Z|N|Z|N	1|1|1|1|1	|PENGUIN1	17.5|0|17.5|0|17.5
14629*64800*001	1214	DONE		2	FREE	0	14634	8		90|6	1|1	1399|9901	N|N	1|1		17.5|17.5
14775*49708*001	84	DONE		2	FREE	0	14777	2		271|322|241|169|174|248|115|78	1|1|2|2|2|1|1|2	699|699|8995|1099|1499|799|1499|1499	Z|Z|N|N|N|N|N|N	1|1|1|1|1|1|1|1		0|0|17.5|17.5|17.5|17.5|17.5|17.5
14859*62250*001	291	DONE		2	FREE	0	14859	8		207|198|32|81	2|1|2|2	799|1499|999|1499	N|N|N|N	1|1|1|1		17.5|17.5|17.5|17.5
15121*28800*001	1268	DONE		1	FREE	0	15125	2		33|287|55|4|264	1|1|2|2|2	1300|799|1300|599|699	N|Z|N|N|Z	1|1|1|1|1		17.5|0|17.5|17.5|0
15149*65613*001	228	DONE		1	FIRST	599	15150	5		122	1	1599	N	1		17.5
15340*52983*001	4592	DONE		1	FREE	0	15346	3		309|306|286|95|214	2|1|2|1|1	699|699|799|999|1499	Z|Z|Z|N|N	1|1|1|1|1		0|0|0|17.5|17.5
15389*28800*001	4782	DONE		2	FREE	0	15393	2		324|93	2|2	599|5295	Z|N	1|1		0|17.5
14433*48600*001	304	DONE		2	FIRST	599	14438	7		19|30|213	2|2|1	999|499|1999	N|N|N	1|1|1		17.5|17.5|17.5
14580*57600*001	875	DONE		1	FREE	0	14583	9		51|196|85|3|40|29	1|1|2|2|1|2	1300|1499|924|1499|1299|1099	N|N|N|N|N|N	1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|17.5
14613*43200*001	848	DONE		1	FIRST	599	14614	5		234|216	1|2	899|1499	N|N	1|1		17.5|17.5
14724*60300*001	1617	DONE		1	FREE	0	14726	2		74|267|296|18|146|133|143	2|2|2|2|1|1|2	599|699|699|1099|999|1599|1599	N|Z|Z|N|N|N|N	1|1|1|1|1|1|1		17.5|0|0|17.5|17.5|17.5|17.5
14814*66150*001	1932	DONE		2	FREE	0	14814	8		222|203|3|321|228|90|251|178|89	2|2|1|1|1|2|2|1|2	1099|1699|1499|699|799|1399|799|1499|1299	N|N|N|Z|N|N|Z|N|N	1|1|1|1|1|1|1|1|1		17.5|17.5|17.5|0|17.5|17.5|0|17.5|17.5
14854*70470*001	2145	DONE		1	FREE	0	14859	1		129|297|325|91|308	2|2|2|1|2	1499|699|374.25|1499|699	N|Z|Z|N|Z	1|1|1|1|1	||PENGUIN1	17.5|0|0|17.5|0
14864*38850*001	436	DONE		2	FREE	0	14864	1		180|159|313|234	2|1|2|2	1099|2199|699|899	N|N|Z|N	1|1|1|1		17.5|17.5|0|17.5
